,x
grausam,-0.404341701880852
glückseligkeit,-0.351686138039606
zärtlich,-0.326249067859806
empfindung,-0.310961968680089
mitleiden,-0.29799486287182
schwachheit,-0.291573452647278
verlust,-0.288134891043168
begierde,-0.282459192973734
zärtlichkeit,-0.282210622255365
tugend,-0.272640649598144
gering,-0.26882923191648
erstaunen,-0.268000662855249
beklagen,-0.263692103736846
dergleich,-0.261786394896015
überlassen,-0.261579252630707
schauplatz,-0.260709255116414
stiften,-0.259632115336813
sachten,-0.259342116165382
vorteil,-0.258347833291905
ursache,-0.258099262573536
glücklich,-0.257602121136797
aufbringen,-0.256152125279642
liebenswürdig,-0.255364984671472
exempel,-0.255074985500041
vermuten,-0.253500704283702
gerechtigkeit,-0.251636423895932
wohltat,-0.249440715883669
anschlag,-0.248363576104068
rechtschaffen,-0.247825006214268
verdienst,-0.244676443781589
väterlich,-0.241403595989726
elend,-0.240947883006049
gehorsam,-0.240285027757064
empfinden,-0.237716463667247
laster,-0.236846466152954
redlich,-0.236556466981523
überreden,-0.235189328030491
belohnung,-0.228477918634518
bedienen,-0.227525064214102
einbilden,-0.226613638246748
mühe,-0.225122213936532
vernunft,-0.22454221559367
seufzen,-0.224210787969177
umstände,-0.223713646532439
allezeit,-0.223630789626315
ihrig,-0.223175076642638
vergnügen,-0.22296793437733
aufhalten,-0.222346507581407
entdecken,-0.22164222387936
angenehm,-0.221269367801806
stillschweigen,-0.218286519181374
aussetzen,-0.217499378573204
dächen,-0.216712237965034
gewahr,-0.216670809511973
kleinigkeit,-0.216173668075234
unschuldig,-0.215925097356865
umgehen,-0.215096528295633
fleiß,-0.213480818626233
verdruß,-0.212403678846632
närrin,-0.2110365398956
redlichkeit,-0.209959400116
kummer,-0.209752257850692
anteil,-0.208923688789461
verzweifelt,-0.207805120556798
ausmachen,-0.207556549838429
vorstellen,-0.206810837683321
gefährlich,-0.206769409230259
heftigkeit,-0.206479410058828
geschwind,-0.205443698732289
vernünftig,-0.204366558952689
verzeih,-0.204117988234319
belohnen,-0.203579418344519
vorgehen,-0.202750849283288
händen,-0.198980860054686
geheimnisse,-0.198690860883255
gegenwart,-0.198276576352639
erhalten,-0.1977794349159
vergeben,-0.197199436573038
tugendhaft,-0.196536581324053
verzweiflung,-0.195583726903637
befriedigen,-0.194962300107714
aufopfern,-0.194920871654652
erzeigen,-0.194920871654652
glücke,-0.192518021377082
deuchen,-0.192269450658712
allerliebst,-0.19061231253625
mangel,-0.190405170270942
bestreben,-0.190363741817881
henker,-0.189908028834203
hintergehen,-0.18982517192808
freundschaft,-0.189410887397465
bekümmern,-0.187712320821941
stande,-0.18742232165051
hitze,-0.186925180213771
gegenwärtig,-0.186883751760709
großmut,-0.18663518104234
närrisch,-0.18663518104234
absicht,-0.186428038777032
weggehen,-0.186055182699478
stärke,-0.18584804043417
anstalt,-0.185019471372939
antworten,-0.184812329107631
beschämen,-0.184729472201508
gesellschaft,-0.184315187670892
zweifeln,-0.184315187670892
grillen,-0.183652332421907
ehrlich,-0.183486618609661
raten,-0.183238047891292
schimpf,-0.181788052034137
beutel,-0.181539481315768
bedauern,-0.181539481315768
liebhaber,-0.181290910597398
gütigkeit,-0.181208053691275
güter,-0.181000911425967
andenken,-0.180710912254536
wischen,-0.180462341536167
hochachtung,-0.179882343193305
entzückung,-0.178805203413705
schöpfer,-0.178556632695335
widerstehen,-0.178308061976966
herkommen,-0.177769492087165
bewundern,-0.177520921368796
anfangen,-0.177065208385119
edelmann,-0.176940923025934
segnen,-0.176775209213688
anbeten,-0.176402353136134
gelegenheit,-0.174910928825918
einnehmen,-0.174828071919795
vergebung,-0.174579501201425
verführen,-0.174579501201425
wütend,-0.174538072748364
niederschlagen,-0.173460932968763
verdammt,-0.172715220813655
vorhaben,-0.172093794017731
genießen,-0.171969508658547
verbindung,-0.171886651752424
bösewicht,-0.171348081862623
mangeln,-0.171306653409562
beistehen,-0.171016654238131
anwenden,-0.169442373021791
angehen,-0.169442373021791
erlangen,-0.169442373021791
unglücklich,-0.169276659209545
vortrefflich,-0.169193802303422
veränderung,-0.168365233242191
grille,-0.16782666335239
urteilen,-0.16782666335239
meinig,-0.16782666335239
entschließen,-0.167619521087083
sterblich,-0.167578092634021
gottheit,-0.167578092634021
vorzug,-0.16753666418096
vorsatz,-0.167039522744221
ander,-0.166459524401359
würdest,-0.166459524401359
liebster,-0.166252382136051
nachricht,-0.164968100091143
wiederkommen,-0.164885243185019
vorsehung,-0.164843814731958
vollkommen,-0.164595244013589
mannsperson,-0.164305244842158
hintergangen,-0.164305244842158
ansehen,-0.163932388764604
gebrauch,-0.163808103405419
gefällen,-0.163642389593173
ankündigen,-0.163518104233988
sanft,-0.162813820531941
ersticken,-0.16277239207888
abscheu,-0.162730963625818
unternehmen,-0.162482392907449
kosten,-0.162068108376833
menschlichkeit,-0.161902394564587
geschmack,-0.161695252299279
beleidigen,-0.16119811086254
schmeicheln,-0.160908111691109
bedenke,-0.160825254784986
bestes,-0.160576684066617
band,-0.160410970254371
betrügen,-0.160162399536001
bedienter,-0.160079542629878
begriff,-0.159830971911509
großmütig,-0.159748115005386
gebeine,-0.159748115005386
erlaubnis,-0.159540972740078
antreffen,-0.159499544287016
erweisen,-0.159002402850278
geheimnis,-0.158256690695169
umgang,-0.158173833789046
verwahren,-0.158173833789046
befürchten,-0.158173833789046
erniedrigung,-0.157593835446184
solltest,-0.157138122462507
einfall,-0.156848123291076
verschaffen,-0.156599552572707
verstellung,-0.156019554229845
versehen,-0.155770983511476
dächten,-0.155729555058414
ehrfurcht,-0.155480984340045
lebensart,-0.155190985168614
albern,-0.154942414450244
papa,-0.154155273842075
kompliment,-0.153616703952274
verbrechen,-0.153409561686967
sorgfalt,-0.153326704780844
geschicklichkeit,-0.153036705609413
zufriedenheit,-0.152788134891043
wiedergeben,-0.152788134891043
umarmung,-0.152539564172674
unterredung,-0.152249565001243
deinig,-0.151710995111443
übereilen,-0.151710995111443
ansehnlich,-0.151420995940012
entsagen,-0.151213853674704
erraten,-0.151213853674704
bosheit,-0.150675283784903
marter,-0.150633855331842
freundin,-0.150426713066534
weile,-0.150426713066534
streiche,-0.150385284613473
unterstehen,-0.150136713895103
ahnden,-0.150095285442042
aufgeopferen,-0.149805286270611
empfindlich,-0.149805286270611
unruhe,-0.149598144005303
zustand,-0.149598144005303
erkaufen,-0.149308144833872
ausschweifung,-0.14926671638081
standhaftigkeit,-0.14926671638081
gottlos,-0.149018145662441
gefälligkeit,-0.149018145662441
leidenschaft,-0.148603861131825
vorwurf,-0.148562432678764
besänftigen,-0.148231005054271
offizier,-0.147982434335902
bezeigen,-0.14794100588284
bedenken,-0.147568149805286
unterhalten,-0.147443864446102
gewissen,-0.14740243599304
ausführen,-0.146905294556301
geburt,-0.146656723837932
besitzen,-0.145952440135885
annehmen,-0.145372441793023
auftritt,-0.145082442621593
vorschlag,-0.1442124451073
artig,-0.143673875217499
vorurteil,-0.143135305327699
hereintret,-0.142555306984837
unvermutet,-0.142555306984837
