,x
etlicher,-0.458172871202396
glückseligkeit,-0.452681500499216
begierde,-0.422068891741549
verursachen,-0.405880045642562
exempel,-0.373431036941948
kompliment,-0.373003137926116
allezeit,-0.370721009841677
aufführung,-0.36449864498645
schwachheit,-0.361004136357153
ausmachen,-0.358615033518756
innerlich,-0.345920696049066
erfordern,-0.345867208672087
beständig,-0.344351732991014
anschlag,-0.331960490657538
liebhaber,-0.32800242476109
hitze,-0.320318071601769
einbildungskraft,-0.318000285266011
vortrefflich,-0.313293396091856
verliebt,-0.311831407787762
einbildung,-0.311813578662102
bezeugen,-0.309513621452004
lebensart,-0.304450149764656
einbilden,-0.302132363428897
ordentlich,-0.300206817857652
kreatur,-0.297924689773214
stücke,-0.297924689773214
beispiel,-0.297871202396234
nutzen,-0.295499928683497
einwohner,-0.29093567251462
frauenzimmer,-0.289758950221081
aussetzen,-0.285052061046926
erachten,-0.280933533019541
kriegen,-0.27818784766795
zwei,-0.277777777777778
annehmlichkeit,-0.275887890457852
dergleich,-0.275014263300528
anzahl,-0.274265440022821
projekt,-0.272803451718728
verstand,-0.272642989587791
mahlzeit,-0.272375552702895
vollkommenheit,-0.272357723577236
geschöpfe,-0.271198830409357
bereden,-0.270004278990158
fleiß,-0.269201968335473
völlig,-0.26880972757096
urteilen,-0.268060904293253
beschaffenheit,-0.267757809157039
nation,-0.2676864926544
verrichtung,-0.26661674511482
aufhalten,-0.266474112109542
anfüllen,-0.266206675224647
länge,-0.26383540151191
ekel,-0.263478818998716
überlegung,-0.263443160747397
werkzeug,-0.257256454143489
vermuten,-0.255990586221652
stück,-0.255937098844673
belieben,-0.255723149336756
anmerkung,-0.254189844530024
eigenschaft,-0.251800741691628
schmecken,-0.251051918413921
widrig,-0.249910854371702
äußerlich,-0.249572100984168
umstand,-0.249411638853231
mangel,-0.249411638853231
vermeint,-0.249179860219655
bemühung,-0.247931821423477
handlung,-0.247860504920839
bedienen,-0.246273712737127
kleinigkeit,-0.245988446726572
lebhaftigkeit,-0.244865211810013
vorteil,-0.244365996291542
genau,-0.240996291541863
brot,-0.240960633290543
deuchen,-0.239890885750963
rechtschaffen,-0.23948081586079
getreu,-0.23948081586079
merkmal,-0.239142062473256
einnehmen,-0.23782270717444
belohnung,-0.237537441163885
überreden,-0.23559406646698
fehler,-0.233169305377264
vorhaben,-0.23172514619883
geschmack,-0.231636000570532
hälfte,-0.231636000570532
tugendhaft,-0.231350734559977
entschließung,-0.230227499643417
bloß,-0.229639138496648
vergleichung,-0.228658536585366
nötigen,-0.228123662815575
bekümmern,-0.227410497789188
boshaft,-0.227107402652974
gebärd,-0.225181857081729
ruhm,-0.224736128940237
verfahren,-0.224343888175724
mutmaßen,-0.224058622165169
schaden,-0.222703608615033
gebrauchen,-0.222400513478819
betrachtung,-0.222311367850521
unternehmung,-0.222061760091285
untersuchung,-0.222026101839966
probe,-0.222008272714306
aufrichtig,-0.221687348452432
währen,-0.221651690201113
materie,-0.220920696049066
übertreffen,-0.220885037797746
vorstellung,-0.220367993153616
versorgen,-0.22013621452004
stutzen,-0.219743973755527
mittelmäßig,-0.218995150477821
vergnügen,-0.218745542718585
backen,-0.218602909713308
meile,-0.218531593210669
stärke,-0.21846027670803
ausschweifung,-0.217836257309942
gerechtigkeit,-0.217747111681643
vorstellen,-0.216837826273
immerwährend,-0.215910711738696
ehrlich,-0.215750249607759
unterhalten,-0.215750249607759
erweitern,-0.215500641848524
verrichten,-0.215447154471545
besorgen,-0.215375837968906
unkost,-0.214751818570817
erlangen,-0.214270432178006
anfing,-0.213040222507488
gnade,-0.212701469119954
entwischen,-0.212023962344887
höflichkeit,-0.211970474967908
rechnung,-0.211560405077735
geschwindigkeit,-0.21125730994152
gefälligkeit,-0.210793752674369
einfall,-0.210775923548709
vorhergehend,-0.210490657538154
verdienst,-0.209581372129511
vergebung,-0.209296106118956
amt,-0.209278276993296
rächen,-0.209242618741977
angenehm,-0.209117814862359
ungemein,-0.207762801312224
empfindlich,-0.207370560547711
ziemlich,-0.207352731422051
unordnung,-0.207352731422051
schrift,-0.207281414919412
leibe,-0.206924832406219
umstände,-0.206782199400941
grausam,-0.206140350877193
bezahlen,-0.206069034374554
natürlich,-0.206033376123235
fleck,-0.20466053344744
fleisch,-0.204250463557267
teil,-0.204143488803309
verwandeln,-0.203751248038796
bestürzung,-0.203483811153901
erfahrung,-0.203341178148624
geduld,-0.20300242476109
ursache,-0.202877620881472
schale,-0.202734987876195
standhaftigkeit,-0.201576094708316
anwenden,-0.201469119954357
majestät,-0.201183853943803
eingebildet,-0.201183853943803
gegenwärtig,-0.201041220938525
getrauen,-0.200809442304949
lust,-0.200720296676651
nahrung,-0.200720296676651
gutherzig,-0.200417201540436
stand,-0.200256739409499
ergötzlichkeit,-0.200060619027243
hitzig,-0.200042789901583
beschwerlichkeit,-0.19966837826273
komödie,-0.199614890885751
gering,-0.199008700613322
zubringen,-0.198759092854086
affekt,-0.198509485094851
beschweren,-0.198491655969191
zeitvertreib,-0.198099415204678
überfluß,-0.198045927827699
erfindung,-0.197261446298673
gemacht,-0.19692269291114
belohnen,-0.196851376408501
verbessern,-0.196530452146627
nützlich,-0.196476964769648
wollüstig,-0.195389388104407
ausübung,-0.195389388104407
verdacht,-0.195300242476109
erkenntlichkeit,-0.195032805591214
erstrecken,-0.195014976465554
vorrat,-0.193446013407503
kleidung,-0.193321209527885
geschlecht,-0.192875481386393
unvergleichlich,-0.192322778490943
gattung,-0.192269291113964
gütigkeit,-0.19194836685209
zahl,-0.191449151333619
kopf,-0.191253030951362
verlieben,-0.191039081443446
ursprung,-0.190735986307232
ermuntern,-0.190735986307232
gebrauch,-0.190611182427614
beklagen,-0.189880188275567
vornehm,-0.189844530024248
erlaubnis,-0.189826700898588
anfange,-0.188792611610327
wohlstand,-0.188774782484667
außerordentlich,-0.188329054343175
zweifeln,-0.188239908714877
untersuchen,-0.187936813578662
anfang,-0.187883326201683
vorsichtigkeit,-0.187687205819427
weigern,-0.187615889316788
zweie,-0.187294965054914
stirn,-0.187134502923977
vorgeben,-0.186867066039081
umfang,-0.186849236913422
geschicklichkeit,-0.18640350877193
vertraulichkeit,-0.185690343745543
betrog,-0.185333761232349
beobachtung,-0.18529810298103
grundsätzen,-0.184959349593496
brust,-0.184852374839538
pöbel,-0.184531450577664
ohngefähr,-0.18419269719013
spazieren,-0.184121380687491
demungeachtet,-0.183800456425617
freundschaftlich,-0.183746969048638
tafel,-0.183675652545999
geschichtsschreiber,-0.183408215661104
verfasser,-0.183354728284125
speisen,-0.183301240907146
sprache,-0.182837683639994
wissenschaft,-0.182463272001141
widerfahren,-0.182178005990586
rache,-0.181750106974754
gottlos,-0.181482670089859
laster,-0.18142918271288
witz,-0.180662530309514
vergnügt,-0.18030594779632
traurigkeit,-0.180270289545001
betrügen,-0.180181143916702
unterstehen,-0.179913707031807
pflanzen,-0.179878048780488
ersetzen,-0.179806732277849
veränderung,-0.17977107402653
körper,-0.178166452717159
munterkeit,-0.177595920696049
vereinigen,-0.177435458565112
aufrichtigkeit,-0.177185850805877
vollkommen,-0.177078876051918
wirklich,-0.177043217800599
