,x
etlicher,-0.574656750572082
allezeit,-0.512871853546911
exempel,-0.481121281464531
aufführung,-0.471395881006865
verursachen,-0.441647597254005
anschlag,-0.439359267734554
glückseligkeit,-0.428203661327231
schwachheit,-0.4279176201373
erachten,-0.419908466819222
innerlich,-0.413329519450801
begierde,-0.39616704805492
kreatur,-0.393878718535469
schmecken,-0.389588100686499
anfüllen,-0.387871853546911
verrichtung,-0.385869565217391
stücke,-0.378432494279176
einbildungskraft,-0.378146453089245
kompliment,-0.377574370709382
beständig,-0.375858123569794
erfordern,-0.375572082379863
materie,-0.369279176201373
projekt,-0.36641876430206
entschließung,-0.36641876430206
äußerlich,-0.365560640732265
annehmlichkeit,-0.362414187643021
widrig,-0.348684210526316
frauenzimmer,-0.347826086956522
merkmal,-0.346395881006865
länge,-0.342391304347826
beschaffenheit,-0.341533180778032
hitze,-0.339816933638444
bezeugen,-0.338672768878718
überlegung,-0.33695652173913
einbilden,-0.336098398169336
kriegen,-0.335812356979405
vergleichung,-0.334382151029748
untersuchung,-0.331521739130435
ausmachen,-0.331235697940503
beschwerlichkeit,-0.330949656750572
backen,-0.329805491990847
mahlzeit,-0.329519450800915
beispiel,-0.328947368421053
unkost,-0.327803203661327
werkzeug,-0.326945080091533
getreu,-0.324942791762014
affekt,-0.323226544622426
vermeint,-0.322940503432494
mutmaßen,-0.321796338672769
deuchen,-0.320652173913043
gütigkeit,-0.318077803203661
erkenntlichkeit,-0.316361556064073
ursprung,-0.31578947368421
eingebildet,-0.31578947368421
liebhaber,-0.314645308924485
zweie,-0.314073226544622
ergötzlichkeit,-0.313215102974828
eigenschaft,-0.311212814645309
unvergleichlich,-0.310926773455378
anzahl,-0.309782608695652
geschwindigkeit,-0.309782608695652
vorgeben,-0.308924485125858
aufrichtig,-0.30720823798627
schale,-0.305778032036613
probe,-0.304919908466819
niederträchtig,-0.303775743707094
nutzen,-0.303775743707094
ekel,-0.303203661327231
hitzig,-0.3029176201373
einbildung,-0.299771167048055
belieben,-0.299199084668192
anmerkung,-0.298627002288329
verliebt,-0.298340961098398
nation,-0.298054919908467
immerwährend,-0.297482837528604
belohnung,-0.296052631578947
ausstehen,-0.296052631578947
lebensart,-0.295766590389016
widerfahren,-0.295194508009153
erweitern,-0.294050343249428
vollkommenheit,-0.292906178489703
gebärd,-0.292620137299771
vorhergehend,-0.292048054919908
ausschweifung,-0.291189931350114
entwischen,-0.29033180778032
belustigen,-0.289759725400458
ordentlich,-0.288901601830664
einwohner,-0.288329519450801
mittelmäßig,-0.28804347826087
