,x
gütigkeit,-0.811111111111111
ergötzung,-0.7
allezeit,-0.683333333333333
hernach,-0.672222222222222
kaltsinnigkeit,-0.666666666666667
mutmaßen,-0.644444444444445
schwitzen,-0.644444444444445
niederträchtigkeit,-0.644444444444445
etlicher,-0.638888888888889
unzählbar,-0.633333333333333
örter,-0.622222222222222
erkenntlichkeit,-0.616666666666667
exempel,-0.611111111111111
gutachten,-0.611111111111111
unterweisung,-0.605555555555556
geizig,-0.605555555555556
vielfältig,-0.605555555555556
verrichtung,-0.6
beschwerlichkeit,-0.6
frauenzimm,-0.6
ernsthaftigkeit,-0.594444444444444
vorhabend,-0.594444444444444
beständigkeit,-0.594444444444444
abdanken,-0.594444444444444
ergötzlichkeit,-0.588888888888889
merkmal,-0.583333333333333
desjenig,-0.583333333333333
niederträchtig,-0.572222222222222
mätresse,-0.566666666666667
unkosten,-0.566666666666667
unveränderlich,-0.566666666666667
verringern,-0.566666666666667
ermangelung,-0.561111111111111
zweien,-0.555555555555555
zurechte,-0.555555555555555
unkost,-0.55
keuschheit,-0.55
schamhaftigkeit,-0.55
wiederkunft,-0.55
ruhme,-0.55
aufgeopferen,-0.544444444444444
gemütsverfassung,-0.544444444444444
reverenz,-0.544444444444444
zunft,-0.538888888888889
ausschlag,-0.538888888888889
genüge,-0.538888888888889
verfertigt,-0.538888888888889
mittags,-0.538888888888889
erstaunlich,-0.533333333333333
öft,-0.533333333333333
äußerlich,-0.527777777777778
erblickung,-0.527777777777778
erachten,-0.522222222222222
unvergleichlich,-0.522222222222222
bekehrung,-0.522222222222222
ausgesonn,-0.522222222222222
vorsichtigkeit,-0.516666666666667
deuchen,-0.516666666666667
versüßen,-0.516666666666667
diskurs,-0.511111111111111
freigebig,-0.511111111111111
ungefähr,-0.511111111111111
schlachtopfer,-0.511111111111111
abwechseln,-0.511111111111111
erdichtet,-0.511111111111111
heide,-0.505555555555556
hinlänglich,-0.505555555555556
müßiggänger,-0.5
herzhaftigkeit,-0.5
sklavisch,-0.5
empfindend,-0.5
belesenheit,-0.5
unterleib,-0.5
eingeweide,-0.494444444444444
verwegenheit,-0.494444444444444
vorgänger,-0.494444444444444
projekt,-0.488888888888889
vorsorge,-0.488888888888889
ausschweifend,-0.488888888888889
reizunge,-0.488888888888889
darinn,-0.488888888888889
erdichtung,-0.488888888888889
and,-0.488888888888889
grimasse,-0.483333333333333
beherrscher,-0.483333333333333
mißvergnüg,-0.483333333333333
rochen,-0.483333333333333
erstechen,-0.483333333333333
lektion,-0.477777777777778
vorgesetzt,-0.477777777777778
mitleider,-0.477777777777778
anverwandtin,-0.477777777777778
entzückung,-0.472222222222222
beilegen,-0.472222222222222
zuzubringen,-0.472222222222222
gesichtsbildung,-0.472222222222222
zweie,-0.472222222222222
heiden,-0.472222222222222
abermalig,-0.472222222222222
erwägung,-0.472222222222222
kunstrichter,-0.472222222222222
positur,-0.472222222222222
schreibart,-0.472222222222222
beratschlagen,-0.472222222222222
pomp,-0.472222222222222
spöttereie,-0.472222222222222
übels,-0.472222222222222
hartnäckigkeit,-0.472222222222222
universität,-0.466666666666667
begegnung,-0.466666666666667
bezaubert,-0.466666666666667
aufmuntern,-0.466666666666667
perser,-0.461111111111111
mannspersone,-0.461111111111111
herzhaft,-0.461111111111111
zuverlässigkeit,-0.461111111111111
gravitätisch,-0.461111111111111
wollüstig,-0.461111111111111
schaf,-0.461111111111111
unsriger,-0.461111111111111
merklich,-0.461111111111111
süßigkeit,-0.461111111111111
zuzuschreiben,-0.461111111111111
predigt,-0.455555555555555
wanderschaft,-0.455555555555555
fruchtbarkeit,-0.455555555555555
lunge,-0.455555555555555
t,-0.455555555555555
ander,-0.455555555555555
erbaulich,-0.455555555555555
ausgestehen,-0.455555555555555
absondern,-0.455555555555555
einleuchten,-0.455555555555555
beschaffenheit,-0.45
entschließung,-0.45
absatz,-0.45
wohlfahrt,-0.45
bekümmeren,-0.45
peitschen,-0.45
sittenlehr,-0.45
ode,-0.45
reizung,-0.45
kirchspiel,-0.45
materie,-0.444444444444444
schuldigkeit,-0.444444444444444
züchtigung,-0.444444444444444
vortrefflichst,-0.444444444444444
buchstabieren,-0.444444444444444
materialium,-0.444444444444444
erträglich,-0.444444444444444
wohlfeil,-0.444444444444444
zunder,-0.444444444444444
einwürfe,-0.444444444444444
affekt,-0.438888888888889
aufwartung,-0.438888888888889
zuverlässig,-0.438888888888889
ochsen,-0.438888888888889
portion,-0.438888888888889
esel,-0.438888888888889
barbarei,-0.438888888888889
redeen,-0.438888888888889
elendest,-0.438888888888889
entkräften,-0.438888888888889
anfrage,-0.438888888888889
unterdrückung,-0.433333333333333
ungeachtet,-0.433333333333333
unvermögen,-0.433333333333333
keule,-0.433333333333333
aufgewecken,-0.433333333333333
exekution,-0.433333333333333
artikel,-0.433333333333333
bedienung,-0.433333333333333
bewenden,-0.433333333333333
seltenheit,-0.433333333333333
abkühlen,-0.433333333333333
gulden,-0.427777777777778
mannsperson,-0.427777777777778
ersinnlich,-0.427777777777778
menschenverstand,-0.427777777777778
bestrafung,-0.427777777777778
gebräuche,-0.427777777777778
verbessert,-0.427777777777778
unanständig,-0.427777777777778
peitsche,-0.427777777777778
handwerke,-0.427777777777778
intrige,-0.427777777777778
hitzig,-0.422222222222222
sinnreich,-0.422222222222222
angelegen,-0.422222222222222
insekt,-0.422222222222222
herrühren,-0.422222222222222
wirksam,-0.422222222222222
ausrotten,-0.422222222222222
morgenländisch,-0.422222222222222
betrüglich,-0.422222222222222
erwiesen,-0.422222222222222
abgeredet,-0.422222222222222
scharfsichtig,-0.422222222222222
weitläuftigkeit,-0.422222222222222
benötigen,-0.422222222222222
anfüllen,-0.416666666666667
vermindern,-0.416666666666667
ernstlich,-0.416666666666667
aussuchen,-0.416666666666667
imagination,-0.416666666666667
dauerhaft,-0.416666666666667
gerichte,-0.416666666666667
eingenommen,-0.416666666666667
verhaft,-0.416666666666667
viereckig,-0.416666666666667
geschichtsschreiber,-0.411111111111111
empfindsamkeit,-0.411111111111111
liederlich,-0.411111111111111
beihilfe,-0.411111111111111
durchlesen,-0.411111111111111
verdrießen,-0.411111111111111
unterster,-0.411111111111111
metaphysik,-0.405555555555556
zubehör,-0.405555555555556
fliege,-0.405555555555556
erfolgs,-0.405555555555556
körner,-0.405555555555556
liebreizend,-0.405555555555556
stammvater,-0.405555555555556
ausgeteilt,-0.405555555555556
behafteen,-0.405555555555556
unwissend,-0.405555555555556
freigebigkeit,-0.405555555555556
belustigen,-0.405555555555556
verdorben,-0.405555555555556
wussen,-0.4
mama,-0.4
nymphe,-0.4
